tweet_id,created_at,text
1356273198871048193,2021-02-01 16:08:23,"Falso mito 1 sulle vaccinazioni: mutazioni genetiche

La dott. med. Anita Niederer-Loher, medico specialista in inf… https://t.co/aASulaUIUO"
1356273127265861633,2021-02-01 16:08:06,"Mythe no1 sur la vaccination : Modifications génétiques
Dre Anita Niederer-Loher, spécialiste en infectiologie, exp… https://t.co/tYP4xIxvpo"
1356273084932755457,2021-02-01 16:07:56,"Impfmythos 1:  Genveränderungen

Dr. med. Anita Niederer-Loher, Fachärztin für Infektiologie, erklärt, wie ein mRNA… https://t.co/SVceiKymhz"
1356223354345238531,2021-02-01 12:50:19,"#CoronaInfoCH #Coronavirus #COVID19
01.02. Attualmente, si contano 525'095 casi confermati in laboratorio, 3'775 in… https://t.co/AI89VAFrXk"
1356223301241237506,2021-02-01 12:50:07,"#CoronaInfoCH #Coronavirus #COVID19
01.02. Actuellement, 525'095 cas ont été testés positifs en laboratoire, soit 3… https://t.co/wH1VnI0sVE"
1356223242432864256,2021-02-01 12:49:53,"#CoronaInfoCH #Coronavirus #COVID19
01.02. Aktueller Stand sind 525'095 laborbestätigte Fälle, 3'775 mehr als am Fr… https://t.co/kCxocrj3V4"
1355239152200151040,2021-01-29 19:39:27,"@gehtsnoch_gut Nein, dies ist nicht vorgesehen. Die nächsten Lieferungen von Pfizer und Moderna werden bereits nächste Woche erwartet."
1355232724672516100,2021-01-29 19:13:55,"#CoronaInfoCH
29.01. Cifre relative alla vaccinazione anti-COVID-19
Dosi di vaccino consegnate in Svizzera: 515’675… https://t.co/0iWO5GKa3A"
1355232653159620608,2021-01-29 19:13:38,"#CoronaInfoCH
29.01. Vaccination contre le COVID-19 
Doses de vaccin livrées en Suisse: 515’675
Doses administrées… https://t.co/xzkaZem7fL"
1355232571911786496,2021-01-29 19:13:18,"#CoronaInfoCH 
29.01. Zahlen zur Covid-19-Impfung
Gelieferte Impfdosen in die Schweiz: 515’675
Bislang total verimp… https://t.co/ewjS6bFJZx"
1355131710753697793,2021-01-29 12:32:31,"#CoronaInfoCH #Coronavirus #COVID19
29.01. Attualmente, si contano 521'320 casi confermati in laboratorio, 1'916 in… https://t.co/afHaBBiAIB"
1355131653681799169,2021-01-29 12:32:18,"#CoronaInfoCH #Coronavirus #COVID19
29.01. Actuellement, 521'320 cas ont été testés positifs en laboratoire, soit 1… https://t.co/zJ6ImiN38Y"
