handle	user_id	location	verified
europeangreens	29958529	Brussels, Belgium	True
EU_in_India	1469342083	NA	True
AnjaWydenGuelpa	2856722823	Geneva	False
HighwaysSEAST	224657803	South East, England	False
GEF_Europe	278020492	Brüssel, Belgien	False
syptweet	73400717	South Yorkshire	True
Sdis76	2421752209	Yvetot	True
regiongrandest	4113039761	Alsace Champagne-Ardenne Lorra	True
MarianMarinescu	90014101	Brussels	True
EliMartichoux	403399062	NA	True
faureolivier	213754264	France	True
jerome_1202	1561215384	🇨🇭Geneva, Switzerland	False
Travail_Gouv	43098525	France	True
poliziadistato	20423071	NA	True
mbompard	250323361	NA	True
NLinPhilippines	4777148833	Republic of the Philippines	True
cnni	2097571	Everywhere	True
Bleu_Gascogne	198435241	Mont-de-Marsan	True
standardnews	38142380	London	True
Gilles_Simeoni	519946670	Corsica	True
NCDCGeorgia	608428464	Tbilisi	False
MPSWForest	507969969	Waltham Forest, London	True
LubnaQassim	545079736	UAE	False
EUinJordan	3291414969	Haschemitisches Königreich Jor	True
Lucian_Cernat	234709437	Policy Intrapreneur. 	False
ONUinfo	67690947	🇺🇳	True
presidentmt	4098752969	Malta	False
boltoncouncil	44687824	Bolton, UK	True
WBA	280412626	West Bromwich	True
christine_kelly	1072300501	Paris FRANCE	False
ajollien	361726424	Lausanne	False
NorfolkPolice	44089820	Norfolk, UK	True
19h30RTS	82043357	Genève	False
BBCRadio4	23937508	London	True
lopinion_fr	1283588581	Paris	True
UKinMumbai	1052035051968495616	Bandra Kurla Complex, Mumbai	True
UNODC_Brussels	760135388828762112	Brüssel, Belgien	False
DCMS	18448883	United Kingdom	True
Douglas4Moray	2890801661	Moray	True
AbikarDr	851423995253719041	Mogadishu, Somalia	True
RenuBindra	725967361	NA	False
MPSGreenwichWst	847395807464538112	Greenwich, London	False
LeaSprunger	713925127	Lausanne, Suisse	False
SteeveBriois	498983436	Hénin-Beaumont, France	True
CommonsHomeAffs	976273940	Westminster, London	True
PhGoffin	362914325	Crisnée	True
CzechMFA	2752037400	Prague	True
Odobes1Luminita	4266861082	NA	False
rosemaryCNN	27443744	Atlanta	True
TheatreOdeon	402039328	2 rue corneille, 75006 Paris	True
DutchMFA	98853413	The Hague	True
avucic	356450858	Србија, Београд	True
ecre	22012460	Brussels, Europe	True
RaffaeleFitto	702661167	NA	True
guardiacivil	295608887	España	True
VenturaAlba	310157882	Paris, France	True
bayrou	17211968	France	True
lemanbleutv	374751810	Genève, Suisse	False
DidierQueloz	2519589443	Cambridge	False
Refugees	14361155	120 countries	True
sayedzbukhari	3064562247	London - Islamabad	True
Prefet973	2585870923	NA	True
KentPoliceCbury	301449805	Canterbury, England, UK	False
UNHumanRights	69231187	Geneva, Switzerland	True
WHOWPRO	3794682452	Manila, Philippines	True
peterliese	42590805	Südwestfalen & Europa	True
KentFarmers	432669270	Kent, UK	False
OxfamEU	295617117	Brussels	False
HertsPolice	46129757	Hertfordshire 	True
jeroen_lenaers	399991392	NA	True
santearmees	2840060513	France	True
DFID_UK	19915362	London	True
eurogender	146793059	Vilnius, Vilnius Region LT	False
cheltlibdems	714089060	Cheltenham, England	False
Prefet63	1022067301	Puy-de-Dôme	True
AlerteSanitaire	1251770989	Paris, Ile-de-France	True
basmehzeitooneh	2215617133	Beirut, Lebanon	False
j_kopcinska	2767282797	Polska	False
LaurentUghetto	485737071	NA	False
UNITAID	80052851	Geneva	True
alex_cruz	16204411	London, England	True
UKinMadagascar	2169102976	Madagascar / Antananarivo	True
PoliceNat33	733668427747971072	Gironde, Aquitaine	True
WestYorksPolice	20038272	West Yorkshire	True
PoliceNat45	738387864778592256	Orléans, Frankreich	True
MPSChadwell	838339799169781761	London, England	False
save_children	80052879	Worldwide	True
AnzeLog	395535003	Ljubljana	True
douane_france	196199069	Montreuil, France	True
BritAmbCGarrett	2424144547	Kyrgyzstan	True
LaCroix	12272292	NA	True
IOM_GMDAC	2892227237	Berlin, Germany	True
JuttaUrpilainen	34611886	NA	True
wef	5120691	Geneva, Switzerland	True
LeilaHadjAbdou	2503123638	Florence, Tuscany	False
SwissMFAamerica	1885782714	Bern, Switzerland	True
CdCMAE	2906284732	NA	True
AnnelieseDodds	518660800	Oxford, England	True
Sangram_Sanjeet	488637125	India	True
le_Parisien	38142665	Paris, France	True
pcanfin	135430876	Paris	True
Intercites	1267917542	France	False
ErdingtonWMP	1285874408	Erdington, Birmingham	False
Elisabeth_Borne	560628457	France	True
munirawilson	397566701	Whitton, London	True
ioevoice	1023935214	Geneva, Switzerland	True
kitmalthouse	19407599	Hampshire & Westminster	True
UNHCR_NE	538043125	NA	True
UNICEFJordan	1728619254	Amman, Jordan	True
ItalyMFA	599114492	Roma, Italia	True
RichardFerrand	438305534	Motreff	True
RCDicksonUK	1090845603771211776	Dhaka, Bangladesh	True
FFTennis	16646914	Paris, France	True
Caroline_Roux	267084550	NA	True
Andriragettli	2325496582	NA	True
BernaPuyat	1011620474155982849	🇵🇭 	False
lejsl	39224071	France, Bourgogne	False
warkspolice	194609930	Warwickshire	True
LeGers32	4327427716	Auch, France	False
SolidariteFemme	603644687	France	False
TheOxfordMail	21005072	Oxford, UK	True
BritishinFrance	52347665	France	True
ErnstCornelia	1225229076	#Brüssel und #Sachsen	True
MumsnetTowers	20235032	Everywhere	True
ManonDrv	2408768280	Paris, France	False
IOMFinland	536978203	Helsinki, Finland	True
EU_Growth	109241118	Europe	True
iom	8463142	Isle of Man	False
ukinuae	190145319	United Arab Emirates	True
johnmcdonnellMP	77234984	Hayes and Harlington	True
Prefet05	2317280041	Gap - France	True
Laval_la_Ville	406881067	Laval (france)	False
gmpolice	21857067	Greater Manchester	True
UNICEF_Mongolia	2769052466	Ulaanbaatar, Mongolia	True
FCDOGovUK	14353202	London	True
ugent	103981878	Ghent, Belgium	True
BorutPahor	634463033	NA	True
ludovicpajot	496370501	Bruay-la-Buissière, France	True
AndrewPGeddes	34251591	Firenze, Toscana	False
RachelReevesMP	34374472	Leeds	True
Sport_England	168436555	England	True
KingsCollegeNHS	312542028	NA	True
CyrilRamaphosa	2987156301	South Africa	True
Left_EU	47350606	European Parliament	False
LichfieldPolice	252609363	Lichfield, Staffordshire	True
AgnesRunacher	2400052052	Paris et Lens	True
PIBKolkata	3305038680	Kolkata, India	True
RESCUEorg	22053725	Worldwide	True
G_Roquette	2416354141	Paris, France	False
alexisfavre	48366436	Genève, Suisse	False
ST_Police	388203366	West Midlands, England	True
LGBTLabour	21611368	UK	True
ThierryMARIANI	87212906	NA	True
MPSRedbridge	429843312	Redbridge, London	True
B_Haeberli	213648250	NA	True
KillianMottet71	1230398334	NA	False
GreenEUJournal	719466262737350656	NA	False
ars_pdl	787996856039141376	Nantes, Frankreich	True
CarolineFiat54	832246158391144448	France	True
GabrielMariya	2162942852	Sofia, Strasbourg, Bruxelles	True
EUinBarbados	778608090736390144	Barbados	False
Virgin	15631238	World Citizen	True
IWFhotline	454763400	United Kingdom	True
MartinHirsch	826080103830548482	NA	True
EmiratesFACup	4418429837	England, United Kingdom	True
StatePRM	561447826	Washington, DC	True
Prefet34	2558583704	Montpellier, Frankreich	True
GilbertCollard	471163803	Vauvert, France	True
Telegraph	16343974	London, UK	True
bicestervillage	33530791	Oxfordshire, England	True
MohamedFall	300442541	Nairobi, Kenya	True
atoutfrance	124281782	NA	False
EswatiniGovern1	1181832897508065280	Eswatini 	True
FrenchEmbassyPH	67183558	Manila, Philippines	True
Tineke_Strik	300876743	Brussels/Netherlands	True
KuzmanovicA	497329097	Geneva, Switzerland	True
guillaumegarot	374055885	Laval, la Mayenne	True
Wera_Hobhouse	19915728	Bath	True
SurvivorsMcr	38454242	Greater Manchester	False
RailDeliveryGrp	358130660	London	True
EJPD_DFJP_DFGP	2973344741	Bern	True
WestBromwichTC	1482245107	West Bromwich Town Centre	False
UKinIndia	46072827	India	True
ladygaga	14230524	NA	True
Nice_Matin	49923073	Nice	True
socialistesAN	201737230	@AssembleeNat	True
tobiashans	19751955	Saarbrücken, Deutschland	True
ItalyinUS	887055386	Washington DC	True
dr2deadline	262702115	deadline@dr.dk - +45 3520 4952	True
BrigBourguignon	484754469	France	True
UKinUruguay	809018406	Montevideo, Uruguay	True
WendyBouchard	39068709	Paris	True
EUCouncil	206717989	Brussels, Belgium	True
MysaKhalaf	42779704	Dubai, United Arab Emirates	False
Edelweiss_Air	2815673401	Switzerland || Europe	False
Urmaspaet	1198416960	Estonia	True
EIB	74720323	Luxembourg	True
StaffsFire	292840524	Staffordshire	True
EMamarbachi	973595725	NA	False
CIsaacSibille	2279236686	Paris / Rhône	True
TimeaOfficial	2498274386	Lausanne, Vaud	True
UKinNepal	951329876	Kathmandu, Nepal	True
UKinTurkey	222110806	Turkey	True
CambrianNews	126018649	NA	True
AsifAAhmad	231695451	United Kingdom	False
Saintcyrlecole	3107480669	Saint-Cyr-l'Ecole, France	False
itvmeridian	121193566	ITV News Meridian	True
RodriguezPinero	381969506	Valencia, España	True
UNICEFInnocenti	97223779	Florence, Italy	True
UNICEF_Yemen	2477909090	Sanaa, Yemen	True
Q3C48	3040961639	NA	False
FFE_PS	117884007	Frankreich	False
libdemdaisy	113476721	St Albans	True
KnowsleyCouncil	21390452	Knowsley, Merseyside, United K	True
Medact	480322688	London, UK	False
ADN_tourisme	1241611349811171328	Paris, Frankreich	False
Egal_FH	1318852136969605120	NA	False
SoerenGade	975064362359623680	NA	False
GDelbosCorfield	1133457388038688768	Plateau des Petites Roches | F	True
BioNTech_Group	1060984350995550208	Mainz, Deutschland	True
SwissPoland	1083309413182640128	Warschau, Polen	True
gouvbenin	3437782151	Benin	True
migrationgovgr	1217568602095783936	Athens	False
DrMikeRyan	1106160968734773248	Genf, Schweiz	True
Tatiana_Molcean	1305428382428073984	Genf, Schweiz	False
phdumont	28214411	Marck	True
PorteparoleGN	1055386136569352193	NA	True
EMNIreland	994260290731675649	Dublin, Irland	False
UNFPA_MK	1138369106997055489	North Macedonia	False
UEemAngola	1201797409388531713	Luanda	False
PoliceNat01	735409505215877122	Ain	False
victory_michele	1316373931968860163	Ardèche, France	False
Prev_Infection	1044143991535603715	France	False
ChassotJ	1238421641513832450	Neuenburg, Schweiz	False
CZacharopoulou	976511129018077186	France	True
PoliceNat31	733664714409021443	Toulouse, Frankreich	True
L_insoumission	1072853132844109828	NA	False
federalepolitie	384722064	Brussel	True
Sunday_Post	1076888720	United Kingdom	True
PoliceNat59	733678563786919939	Lille, Frankreich	True
northumbriapol	26461339	Northumbria	True
CaboVerde_Gov	725745831891066880	Kap Verde	False
LinsNorbert	1176054249559592966	NA	True
MamerEric	545703074	Brussels	True
MattHancock	19825835	London & Suffolk	True
GMB	19424427	London	True
MichaelCJT	612500655	Vienna	False
rki_de	1364378809	NA	True
crocerossa	123487422	Roma	True
Colin_M_R	912656434277617665	Bogotá, Colombia 	True
ManCityCouncil	26461381	Manchester, England	True
COFACE_EU	352306378	Brussels	False
morandini_live	3915556043	NA	False
RTenfrancais	3028247758	NA	True
VickiTreadell	755942606	NA	True
zrh_airport	282510542	Zurich Airport, Switzerland	True
CapelaClint	1596720342	NA	True
SkyNews	7587032	London, UK	True
seftoncouncil	322520281	Sefton, Merseyside	True
ABlinken	635716830	Washington, DC	True
laurencefarreng	298525921	NA	True
Brakes_Food	423494883	United Kingdom	False
SpainMFA	2775155944	Madrid	True
CorbyPolice	3685852396	Corby, England	True
CubaMINREX	141493488	Cuba	True
CLuscher	2912625905	Entre Genève et Berne	True
ukinpakistan	79996146	Islamabad	True
Etat_Neuchatel	888947966	Neuchâtel, Suisse	True
UNWTO	44950782	Poeta Joan Maragall, 42 Madrid	True
wolvespolice	206136581	Wolverhampton, England	True
CHR_Orleans	796353331941605376	Orléans, Frankreich	False
HanaBRaissi	722819104332054528	Brussels, Belgium	False
datirachida	272401679	Paris	True
NHSSupplyChain	359843088	Nottingham	True
ukinaustralia	77112593	Australia	True
jeremycorbyn	117777690	UK	True
MinHealth_Arm	2762958108	Armenia	True
ffssloiret	3328943391	Orléans, Frankreich	True
Tokyo2020	2249745696	Tokyo, Japan	True
Le_HCR	142296351	NA	True
MFAThai	135808291	Bangkok, Thailand	True
Agri_Gouv	266200356	France	True
carmenavram	26862888	Bucharest, Romania	True
BrunoMarcStuder	562988333	NA	False
trussliz	65357102	Downham Market	True
predet	105891124	NA	False
talkRADIO	3380282686	United Kingdom	True
EPPGroup	53347647	Brüssel, Belgien	True
nhscroydon_	562152771	Croydon	True
MPSHackney	507282756	London Borough of Hackney	True
RoyalFreeNHS	90162506	London	True
Peston	14157134	NA	True
UDCch	574309712	Suisse	True
UKinCuba	2709415248	Havana, Cuba	True
H_S_E	44574039	Great Britain	True
gulnarvirk	594322787	Gurgaon, India	False
MPSBarnet	430679402	Barnet, London	True
avyelimas	304899435	Paris, France	True
eloisetodd	41387380	Brussels, Belgium	True
mary_ng	29754743	Markham, Ontario	True
ladyhaja	290735485	London/Oxford/Liverpool/Russia	True
republicains60	1111551172769394688	Oise, Hauts-de-France	False
WHOGAMBIA	1013763733804462080	Kotu Layout, Banjul	False
angola_Mirex	960107639479906304	Angola	False
florence_parly	877836832406417408	France	True
LancsPolMounted	903162211203461120	Preston, England	True
GenEgaliteFR	1277885284483510273	Paris, France	True
PoliceNat77	738289132888305665	Seine-et-Marne, Ile-de-France	True
YentliSA	1201284846926082049	Philadelphia, PA	False
2021PortugalEU	1291769912378175489	Lisboa / Brussels	True
marcellimbourg	715896158527336449	NA	False
UN_SPExperts	1016999096220037121	Genf, Schweiz	True
MohamedHRoble	1306746179577884674	NA	True
IFAFRI1	1114188586872647681	NA	False
DringhousesPS	701780697342672896	York, England	False
EUinLesotho	1273595740397416449	Lesotho	False
SelectJournal	1247053987402133507	NA	False
APHP	140764564	Paris	True
cajardineMP	87647640	Scotland, United Kingdom	True
NFUtweets	61736345	Stoneleigh Park, England	False
EASA	123908101	NA	False
partikles	126944668	NA	False
UKinVietnam	22898078	Hanoi, Vietnam	True
Patrimoine2_2	1244905178228195329	NA	False
EU_CoR	567272864	Brüssel, Belgien	True
SwissAmbSGP	1112907815528562689	Singapour	True
Mi46415445	1248197306962325511	NA	False
EmilyThornberry	164226176	Islington, London	True
NWPolice	19654054	North Wales, UK	True
mugecevik	67069351	Edinburgh, Scotland 	True
francoisbaroin	96093611	www.ville-troyes.fr	True
DanesfieldSchl	1181910451	Marlow	False
Trade_EU	1109452214	Brussels, European Union	True
ashtongatestad	195675578	Bristol, UK	True
AmandineBach	771245515	NA	False
pasdecalais62	226174414	Arras	False
bleustetienne	1510122966	Loire, Haute-Loire	True
MoHmv	2318304726	maldives	True
JJBourdin_RMC	101664219	NA	True
France3tv	69060064	Paris	True
chu_angers	109217251	CHU Angers, France	True
benandjerrys	18949610	Burlington, VT	True
ArmeenaRK	101754347	United Kingdom	True
HeaventMeetings	1693861356	NA	False
UNHCR_Nederland	994813422	The Hague	True
ukinnl	262079984	The Hague, The Netherlands	True
OECD_Social	85526005	Paris, France	False
swpolice	76310007	South Wales	True
LibDemLords	288902530	NA	True
ICMPD_THB	1963156987	Vienna, Austria	False
SwissMFAasia	1072512886201696256	Bern, Schweiz	True
zasag_mn	1024563670368436224	Улаанбаатар хот. Төрийн ордон 	True
whosomalia	1067153442123071488	Papua, Indonesien	False
Renaissance_UE	1090270096948248576	NA	True
ProfJDChalmers	1155952820966703105	Dundee, UK	False
DPCgov	982240377636700161	Italien	True
AcocksGreenWMP	899868170	Acocks Green, Birmingham	False
NYorksPolice	60687884	North Yorkshire	True
sophieprimas	156608013	NA	False
GersTourisme	243099151	Auch, Gers. France	False
ruthelkrief	234948120	NA	True
ifrc	16025112	Geneva, Switzerland	True
Miriamdalli	55207471	Malta and Gozo	True
timfarron	80021045	Kendal	True
eucopresident	196994616	EU	True
UNDP	20596281	170 countries & territories	True
OliverVarhelyi	710200852804456448	Brussels, Belgium	True
SueTayl14911306	1019879619057602560	South West, England	False
efd_dff	702420734237396992	Bern, Schweiz	False
leidl_r	1073333733405675520	Germany	False
cybervictimes	909814009217601536	Paris, Frankreich	True
CityPoliceCops	895956058346278912	City of London, London	True
MerPolCC	870293055022223360	Merseyside, England	False
APacificiEU	907903148118953984	Uganda	True
Border_Violence	1063853481855995904	Balkan Route	False
MPSGreenwich	507274828	Greenwich	True
EP_Justice	962012749	Brussels/Strasbourg	True
JonasFollonier	701396364790517761	Neuchâtel, Suisse	False
Handelszeitung	264095328	Zürich	True
beisgovuk	45205091	UK	True
ecodenker	373384812	NA	False
MONUSCO	48359021	Kinshasa	True
eody_gr	717964915	Αγράφων 3-5, Μαρούσι	False
ManfredWeber	20399735	Wildenberg, Deutschland	True
AmbaFranceRDC	1077864951363063808	Kinshasa	True
JillRoyerFr	1072118578030235648	Paris, France	False
Gendarmerie_074	1086392767000006656	Annecy, Frankreich	False
getbadnews	965922068700254208	Den Haag	False
AN_AfCult	978179873570213888	Paris, Frankreich	False
PoliceNat30	738774389584482304	Gard, Languedoc-Roussillon	True
eu_echo	470099591	Brussels and Worldwide	True
MBoccoz	989494807641903104	Genève, Suisse	True
MinSantedj	894266976499060736	Dschibuti	False
AfpFactuel	932615724614471680	Paris, France	True
CottierDamien	1090362867625414657	Suisse	True
EuropeInGhana	725274921920811009	Accra, Ghana	True
PierreCatillon	1091831431	Digne-les-Bains, France	False
samu85	1017749796730359810	Vendée, Pays de la Loire	True
LaLucioleM	947828079392641025	NA	False
PoliceNat78000	999289692347617282	Versailles, Frankreich	True
CORDIERPierre08	2529855122	NA	False
mohawudu	118220437	NA	False
gavi_fr	1850762905	Genève, Suisse	False
DefrWbf	1075730956936466437	Berne, Suisse	True
AstraZeneca	62465691	Global	True
ACNUR_CostaRica	1103356045940936709	Costa Rica	False
RasmusAndresen	16606874	Flensburg,dansk mindretal,🇪🇺	True
BraintreeDC	24192675	Braintree, Essex, UK	True
MinisteroSalute	1904010924	NA	True
Prefet80	2291508912	Amiens	True
AminaJMohammed	3066095291	New York, NY	True
ECDC_EU	204752573	Stockholm, Schweden	True
UNFPA	194643654	NA	True
ThomasLaforet	2266498758	NA	False
MINEIsrb	2816894666	Srbija, Beograd	False
JohnNosta	19711691	07945	True
javilopezEU	153388751	Barcelona - Brussel·les	True
UKinNZ	199960278	Wellington	True
BestWesternGB	23938774	York	False
WHOGOARN	352863972	Geneva, Switzerland	False
DHSCgovuk	37963496	England	True
KarinKarlsbro	571148013	Stockholm, Sverige	True
s_sommaruga	1139082610033008640	Schweiz	True
KatrinJan	21898991	Frankfurt am Main area	False
UNICEFBiH	526280431	Bosna i Hercegovina	True
murielpenicaud	594691828	Paris, France	True
MarocDiplomatie	2535581429	Rabat,Maroc	True
APSTfr	2274445045	Paris, Frankreich	False
LVMH	558606074	Paris	True
francediplo_EN	438355707	Paris, France	True
SMQureshiPTI	2358945534	Pakistan	True
HeleneBismarck	784967425	Hamburg, Deutschland	False
Mariearenaps	143828745	Bruxelles	True
unicefsomalia	49981193	Mogadishu	True
DuteeChand	2252236556	 KIIT,Bhubaneshwar, India	True
MBroughNPT	1006888717	Middlesbrough	False
StBrieucAgglo	800786202	Saint-Brieuc	False
IvanDuque	77653794	NA	True
alaingriset	4179502889	NA	True
AndreaKotarac	2254063405	Lyon, Rhône-Alpes	False
UN_News_Centre	104277809	Manhattan, NY	True
Economie_Gouv	93644596	France	True
bretagnegouv	273352502	France, Bretagne	True
lpoolcouncil	214476599	Liverpool, England, UK	True
EASO	325486395	Malta	True
Fleury_sur_Orne	70199100	Fleury-sur-Orne, Calvados	False
kaminajsmith	2406303550	Jamaica	False
PLR_Suisse	39216969	Berne	True
BTP	266094415	Policing Britain's railways	True
RenaudMuselier	185976655	Marseille	True
CesarSmoke	310421329	Sarthe, Pays de la Loire	False
UKGovScotland	352946007	Edinburgh/ London	True
Monsieurbai	44951390	Bourgogne, France	False
BernardCarayon	454756200	Lavaur et Paris	False
RTSinfo	38233967	Genève et Lausanne, Suisse	True
franceinter	34867057	Paris	True
Hullccnews	44877684	Kingston upon Hull	True
DariusRochebin	130320246	NA	True
MatthewRycroft1	504899447	London, England	True
MFA_Ukraine	143427448	Ukraine, Kyiv	True
LCP	85362553	Paris, France	True
alainramadier	819329291389431808	Aulnay-sous-Bois, France	True
ReformUKScot	1347871906897260544	NA	False
EricPAUGET1	770957104152768512	Antibes,Alpes-Maritimes,France	True
IrlEmbFreetown	710176293413908480	Sierra Leone	True
AmbaFranceMaroc	709438323165687808	NA	True
cumbriatourism	21858190	Staveley, Nr Kendal	False
drmohka	1366787982	المملكة العربية السعودية	False
uniceflac	25151374	América Latina	True
SiobhanBenita	21645209	London	True
sorayarr_	380200858	Valladolid	True
WHOPhilippines	2218026914	Manila, Philippines	True
EricAndrieuEU	415475621	Occitanie	True
UKinUSA	22120359	Washington, DC	True
SamnajT	4205004713	NA	False
emirates	821045162	Dubai, UAE	True
BarkersHome	1112115116	Northallerton	False
dntwit	395388847	Lisboa	False
jordi_canyas	173541298	Barcelona-Spain	True
nicolejacobsST	2635540403	London, England	False
PenelopeB	7817142	Paris	True
NathalieLoiseau	21694393	France	True
ParisPremiere	43296699	Neuilly-sur-Seine	True
SurreyRoadCops	262088643	The roads of Surrey, UK	True
Prefet14	1461594054	Caen, Frankreich	True
VisentiniLuca	2181244875	Bruxelles BE / Trieste IT	False
UNICEF	33933259	NA	True
ppenttin	35465163	Scandinavia	True
PIBHindi	3000838099	New Delhi	True
